code,handle,title,decision,n_images,image_verified,image_match_score,image_sources,primary_url,id,thumbnail
CH25-3SX4022,leka-project-4txsf0sz,Desktop Learning Board - Quantity Match Game,vendor_doc_no_images,0,,,,,prod_01KNKVTJH8DBC7B6YW937X7RT2,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH25-3SX6001,leka-project-iqs4eqaz,Desktop Learning Board - Spatial Orientation Game,vendor_doc_no_images,0,,,,,prod_01KNKVTJYVDA63H3GN6R27BA2B,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH25-3TY3008,leka-project-3ru8osra,Board Game - Lines,vendor_doc_no_images,0,,,,,prod_01KNKVTKE88CP917Z9P0FKX9DT,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH25-3TY3009,leka-project-1n74ztcy,Board Game - Shapes,vendor_doc_no_images,0,,,,,prod_01KNKVTKXAQEGD7B6M0RPCSE09,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH25-3YZ2016,leka-project-unzn1vc2,Board Game - Animals Match,vendor_doc_no_images,0,,,,,prod_01KNKVTMBD3GTR6FZ1ADYBKH49,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH25-3YZ2017,leka-project-q7ufye6f,Board Game - Fruit Match,vendor_doc_no_images,0,,,,,prod_01KNKVTMSSKH4VK5WM7V780EJC,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH28-3MG3145,leka-project-zapyxahi,Sketch Book,vendor_doc_no_images,0,,,,,prod_01KNKVTNVRQBF6HH8ZWF6YWTDN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH28-3MG3146,leka-project-bdxdqb72,Sketch Book,vendor_doc_no_images,0,,,,,prod_01KNKVTPHTMGFCPSJXB89QX9PZ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH28-3MG3147,leka-project-uwt055yr,Sketch Book,vendor_doc_no_images,0,,,,,prod_01KNKVTPZXVJBM2QRCE15DEWN4,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH29-3GT4013,leka-project-r1682f7j,Sensory Tubes,vendor_doc_no_images,0,,,,,prod_01KNKVTQDE44TDWEBAZC0HA10S,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1012,leka-project-z3xtgvz3,Bear Bells,vendor_doc_no_images,0,,1.0,"The image shows a small, portable musical toy, not a children's playground/furniture/outdoor equipment product. Specifically, it is a xylophone/glockenspiel, which does not match the catalog's 'climbing' category or the description 'Bear Bells' in the context of a climbing product.",,prod_01KNKVTR9174SD4367HFX85APV,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1016,leka-project-svxj6zwc,Cajon Drum Box,vendor_doc_no_images,0,,1.0,"The image displays a tambourine, which is a round percussion instrument. The product description is 'Cajon Drum Box', a box-shaped percussion instrument, and the category is 'climbing'. The item in the image is neither a Cajon drum nor climbing equipment.",,prod_01KNKVTRPZ8NXTYKZ7C36RQMR5,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1017,leka-project-7ooxy0op,Two-Tone Wood Block,vendor_doc_no_images,0,,,,,prod_01KNKVTS5A03HXTQT2SB76CWH9,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1018,leka-project-osvo7yoo,D-Shaped Tambourine,vendor_doc_no_images,0,,,,,prod_01KNKVTSJRMWE9F2FHAWGFW0RY,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1020,leka-project-eu80mywd,16-Tone Xylophone,vendor_doc_no_images,0,,,,,prod_01KNKVTTF83WQA2E569RJ1WM2B,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1025,leka-project-ld8y3y9q,Low Pitch Wooden Xylophone,vendor_doc_no_images,0,,,,,prod_01KNKVTTY807PYM38XZD3R7X3F,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1026,leka-project-tpvsidly,Middle Pitch Wooden Xylophone,vendor_doc_no_images,0,,,,,prod_01KNKVTVC3HJ28WJESJG597V0N,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BIY1027,leka-project-20xs0444,High Pitch Wooden Xylophone,vendor_doc_no_images,0,,,,,prod_01KNKVTVSAS99S6DCAFJ5SD8FE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3BY6035,leka-project-bxccrehu,Rainbow Wrist Ribbons & Bells,vendor_doc_no_images,0,,,,,prod_01KNKVTWD1P7SJQ0VEC7QNQB63,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3GT2001,leka-project-3fi2kbbh,Number Sandbag,vendor_doc_no_images,0,,0.3,"The image shows what appear to be decorative buttons, tokens, or stickers, possibly for a game or activity. There is no visual indication that they are 'sandbags' (which typically implies a fabric bag filled with sand, used for throwing or weighting) or related to 'climbing' equipment. The items are too small and flat to be sandbags and do not resemble climbing equipment.",,prod_01KNKVTWV3ZN87KDVVBKZV5X9D,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH3-3YD5010,leka-project-fpxubixv,Shape Sandbags,vendor_doc_no_images,0,,1.0,"The image shows a children's playground set with a slide and climbing features, which does not match the product description 'Shape Sandbags'.",,prod_01KNKVTXP32CHG9T02EZJ7QR41,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3BY4022,leka-project-5ucxnped,Camping Game - Barbecue Set,vendor_doc_no_images,0,,,,,prod_01KNKVTZBVETHG70RHBDTYB6EV,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3BY4022-02,leka-project-4ttrkuwt,0,vendor_doc_no_images,0,,,,,prod_01KNKVTZS8FQGEW69RN6VXP1KQ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3BY6037,leka-project-ub6wkwar,Streamer Set,vendor_doc_no_images,0,,,,,prod_01KNKVV1187RNG683WV19D7QEC,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3GT2006,leka-project-khymrx4n,Ladybug Fishing Game,vendor_doc_no_images,0,,,,,prod_01KNKVV1EXFSF9JKRRFN4H9BGC,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3GT4010,leka-project-8grf0oub,Tactile Sense Pairing Set,vendor_doc_no_images,0,,,,,prod_01KNKVV1X0E3335Z91F7E11QFB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG2020,leka-project-qo5ng1ld,Jumbo Arch Blocks,vendor_doc_no_images,0,,,,,prod_01KNKVV2ASWWR5XPVEDXKFQMPN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG6003,leka-project-w4wxl12v,Scenario Building Blocks - Engineering Vehicle Set,vendor_doc_no_images,0,,,,,prod_01KNKVV2S6JDT8GAC0AYKMFKH9,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG6004,leka-project-91qa6eu2,Scenario Building Blocks - City Vehicle Set,vendor_doc_no_images,0,,,,,prod_01KNKVV36S1F5HWZXWS8BYP3PZ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG6005,leka-project-9onvvnqv,Scenario Building Blocks - Family,vendor_doc_no_images,0,,,,,prod_01KNKVV3MCZZJBBE7EE53FEHXX,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG6006,leka-project-0istgwvp,Scenario Building Blocks - Tree Set,vendor_doc_no_images,0,,,,,prod_01KNKVV42QXQ94HGQ7XTMBQ5A7,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG6007,leka-project-vnaq5i6u,Scenario Building Blocks - House Set,vendor_doc_no_images,0,,,,,prod_01KNKVV4GQ5433EZ7KRQ19FV8F,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG6008,leka-project-f59aq846,Scenario Building Blocks - Career Set,vendor_doc_no_images,0,,,,,prod_01KNKVV4ZMBAMNJ134R6RPTCH4,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3JG6009,leka-project-zv5ut96c,Scenario Building Blocks - Farm Set,vendor_doc_no_images,0,,,,,prod_01KNKVV5CVNFDV6BBJFCFMS95W,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3KX4044,leka-project-q6uanmkg,Roller Coaster,vendor_doc_no_images,0,,,,,prod_01KNKVV5TGXQBVPNZHYFEYNVY8,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3KX4057,leka-project-ddd0wh3h,About Friction Force,vendor_doc_no_images,0,,,,,prod_01KNKVV68QBVNCDNCE7FEQ8JXP,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3KX4058,leka-project-tlxwsvev,Wooden Mechanical Experiment Set,vendor_doc_no_images,0,,,,,prod_01KNKVV6NYRSFC69YFNTFJXPK3,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3MG5169,leka-project-3gdx11ji,Handloom,vendor_doc_no_images,0,,1.0,"The image shows small, wearable bracelets, which are clearly not a 'handloom' in the context of climbing equipment or a children's playground product. 'Handloom' in the description likely refers to a climbing structure or part of one, but the image shows crafts.",,prod_01KNKVV73NV8R613YADN0TGPV6,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3SX3002,leka-project-d1g7ki2w,Beginner Balance,vendor_doc_no_images,0,,1.0,"The image displays play money, which is completely different from a 'Beginner Balance' climbing product described in the catalog.",,prod_01KNKVV8E6X0D906912Q3FG1QH,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3YD5007,leka-project-ybga3qms,Wooden Croquet Set,vendor_doc_no_images,0,,1.0,"The image shows a plastic climbing structure for children, while the description states 'Wooden Croquet Set'.",,prod_01KNKVV8WE2W13BW6QBAF81NKT,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3YZ2014,leka-project-urfrzynz,Emotion Pairing,vendor_doc_no_images,0,,,,,prod_01KNKVVB11C2Y00FAPQTZFJND1,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3YZ2015,leka-project-tuibxkdf,Colored Stacking Shapes,vendor_doc_no_images,0,,,,,prod_01KNKVVBE824MSSW8TD48QKP5X,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3YZ5004,leka-project-76vkmunm,Carrot Memory Game,vendor_doc_no_images,0,,1.0,"The image shows a domino run toy set, while the product description is 'Carrot Memory Game' and the category is 'climbing'. The image does not depict a memory game, carrots, or any climbing equipment.",,prod_01KNKVVEKPC14NQBKHYPA7847S,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH8-3YZ5005,leka-project-b9tmnnrn,5-in-1 Chess Game,vendor_doc_no_images,0,,1.0,"The image shows a domino train set or a complex domino building toy, which is clearly not a '5-in-1 Chess Game' and does not fit the 'climbing' category specified in the product details.",,prod_01KNKVVF1NJCFKNXDCWNDYV8CF,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH9-3MG5178,leka-project-ew7ely7m,Decorative Plastic Balls & Bulbs,vendor_doc_no_images,0,,,"The image shows pipe cleaners and finished pipe cleaner crafts. The product description is 'Decorative Plastic Balls & Bulbs' under a 'climbing' category, which is entirely different from the craft supplies shown in the image.",,prod_01KNKVVFYVMKD7QGSWQ0YRMPKX,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CH9-3MG5179,leka-project-p77xojrg,Decorative Plastic Balls & Bulbs,vendor_doc_no_images,0,,1.0,"The image shows pipe cleaner crafts and materials, which are not 'Decorative Plastic Balls & Bulbs' nor do they fall under the 'climbing' category.",,prod_01KNKVVGE9XS080SB7R9H2BZV0,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGBZ,leka-project-rjgbutgq,Outdoor Art Centre-Standard Version,vendor_doc_no_images,0,,,,,prod_01KNKVVGXE07M5B8Y9X8TYHSTE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGBZI,leka-project-aysxlxb4,Outdoor Art Centre-Weaving MaterialPackage,vendor_doc_no_images,0,,,,,prod_01KNKVVHBFS8S48KRSDMQ6SACE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGBZIJ,leka-project-c6pej7c3,Outdoor Art Centre-Weaving ToolsPackage,vendor_doc_no_images,0,,,,,prod_01KNKVVHSP564S0YVK9BG7RCSN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGGY,leka-project-cn2zja1w,Light & Shadow House Accessories,vendor_doc_no_images,0,,,,,prod_01KNKVVJ7FXW4BNAZKKTAKTE6D,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGHH,leka-project-2ds7s6sb,Outdoor Art Centre-Drawing MaterialPackage,vendor_doc_no_images,0,,,,,prod_01KNKVVJNKP4FNRYK9M626G0ED,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGHHJ,leka-project-53m1vlkm,Outdoor Art Centre-Drawing Tools Package,vendor_doc_no_images,0,,,,,prod_01KNKVVK3XR18M5DM8W0DV1VBN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGNS,leka-project-0yqty20h,Outdoor Art Centre-Clay MaterialPackage,vendor_doc_no_images,0,,,,,prod_01KNKVVKZS30GRD9HXE8N2ZJDB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGNSJ,leka-project-yt7l57v0,Outdoor Art Centre-Clay Tools Package,vendor_doc_no_images,0,,,,,prod_01KNKVVMM1ZAYEP2VSF9XQY0HH,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGTY,leka-project-ldguieh1,Outdoor Art Centre-Graffiti MaterialPackage,vendor_doc_no_images,0,,,,,prod_01KNKVVNEQ42MHFQRSSC7K1VAH,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGTYG,leka-project-e08p0mp6,Outdoor Art Centre-PatterningMaterial Package,vendor_doc_no_images,0,,,,,prod_01KNKVVNWQABX6JVYRN3S7BWX5,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGTYGJ,leka-project-w7gak782,Outdoor Art Centre-Patterning ToolsPackage,vendor_doc_no_images,0,,,,,prod_01KNKVVPA8HAQNACB8S3J3DQ66,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CHW-MGTYJ,leka-project-vk36xmni,Outdoor Art Centre-Graffiti Tools Package,vendor_doc_no_images,0,,,,,prod_01KNKVVPR40P4S8P1NW4A4MKMJ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ12-3MG3115,leka-project-ih7ptl2j,Paper Circles Pack of 10,vendor_doc_no_images,0,,1.0,"The image shows a roll of paper, not a pack of 'Paper Circles' as described. Additionally, the product (craft paper) does not fit the expected category of children's playground/furniture/outdoor equipment.",,prod_01KNKVVRGQP2FFMGKC0Y05WZF6,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ12-3MG3118,leka-project-rves8tcz,Paper Circles Fan-shape Pack of 10,vendor_doc_no_images,0,,1.0,"The image displays a continuous roll of brown paper, while the product description specifies 'Paper Circles Fan-shape Pack of 10'. The item in the image is not a pack of pre-cut circles or fan shapes.",,prod_01KNKVVSS2HRNZCNSK2WFSC8NM,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ12-3MG3120,leka-project-ij9lwo2r,Paper Circles Fan-shape Pack of 10,vendor_doc_no_images,0,,1.0,"The image displays a roll of brown paper, which does not match the product description 'Paper Circles Fan-shape Pack of 10'. Furthermore, the item in the image is not a children's playground, furniture, or outdoor equipment product as specified.",,prod_01KNKVVTKYWC0FY06E37PKFAHB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ12-3MG3122,leka-project-a2mb69fy,Paper Circles Pack of 360/18cm,vendor_doc_no_images,0,,1.0,"The image shows rectangular or square sheets of paper, not circles as specified in the description. Additionally, the product in the image is craft paper, not a children's playground, furniture, or outdoor equipment product as indicated by the analysis context.",,prod_01KNKVVVF9FTRF0XD2QF3P762X,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ12-3MG3125,leka-project-ltz7fi2g,Shredded Paper,vendor_doc_no_images,0,,1.0,"The image displays a craft item (paper flowers), which does not match the product description 'Shredded Paper'. Furthermore, it is not a children's playground, furniture, or outdoor equipment product as required.",,prod_01KNKVVX1M3YKB995MBA7489ZM,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ17-3BY6006,leka-project-60xi03le,Story Time Finger Puppet Set,vendor_doc_no_images,0,,0.9,"The image shows hand puppets, which are designed to cover the entire hand, while the description specifies a 'Finger Puppet Set', implying smaller puppets worn on individual fingers.",,prod_01KNKVW0SRJHNPGJFE019RS9MB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ17-3BY6039,leka-project-fh9w5a0c,Show Time Finger Puppet Set,vendor_doc_no_images,0,,,,,prod_01KNKVW184JB3W5F6FHXE5VNJQ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ18-3BY2019,leka-project-srv0ndo6,Role Play Costume Set-Engineer,vendor_doc_no_images,0,,0.95,"The image shows a 'Role Play Costume Set-Nurse' or 'Doctor', not an 'Engineer' costume set as described. The medical accessories and pink nurse uniform are clearly visible.",,prod_01KNKVW22Z4DH9R4WHV55GTQ8J,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ19-3YD2004,leka-project-tyophpuu,Twisted Cotton Rope,vendor_doc_no_images,0,,1.0,"The image shows a plastic game with stands and oval pieces, which does not match the description 'Twisted Cotton Rope'.",,prod_01KNKVW3DX57F7GS7NQWNPCD1S,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ23-3HWYZ2004,leka-project-0wsryvoo,Garden Tools Set - Big Rake,vendor_doc_no_images,0,,1.0,"The image shows a watering can, but the product description states 'Garden Tools Set - Big Rake', which is a different item.",,prod_01KNKVW7BZ6D5PYCVJXBRPGR6E,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ23-3HWYZ2005,leka-project-djcxw63w,Garden Tools Set - Curved Shovel,vendor_doc_no_images,0,,1.0,"The image displays a toy watering can, while the product description specifies 'Curved Shovel'.",,prod_01KNKVW7T1KSA4AW73PW5M34GQ,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ23-3HWYZ2006,leka-project-k05i0w9l,Garden Tools Set - Rake,vendor_doc_no_images,0,,1.0,"The image displays a toy watering can, which is different from the described product 'Garden Tools Set - Rake'.",,prod_01KNKVW88C02JXVEEK2M33HJDY,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ23-3HWYZ2007,leka-project-owckccut,Garden Tools Set - Triangular Spade,vendor_doc_no_images,0,,1.0,"The image shows a watering can, but the product description specifies 'Garden Tools Set - Triangular Spade', which is a different item.",,prod_01KNKVW8QT6WKVBP29YFQKF9K2,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ23-3HWYZ2008,leka-project-m7yyt38w,Garden Tools Set - Three Teeth Rake,vendor_doc_no_images,0,,1.0,"The image shows a children's watering can, but the product description is for a 'Garden Tools Set - Three Teeth Rake'. These are different products.",,prod_01KNKVW9CV08G1J7G9HXDH6SVT,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ30-3BIY1029,leka-project-5rxr9d5p,Stream Drum,vendor_doc_no_images,0,,,,,prod_01KNKVWFVH3YSZJVEZBWA08YED,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ32-3MG7017,leka-project-oqup4d7i,Glitter Pipe/Green,vendor_doc_no_images,0,,,,,prod_01KNKVWGR23VWD8C14VVHZ4SBB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ32-3MG7018,leka-project-dvpmd4s7,Glitter Pipe/Blue,vendor_doc_no_images,0,,,,,prod_01KNKVWH6FF6BRFMRT5W2C9TJN,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ32-3MG7019,leka-project-a04rian4,Glitter Pipe/Red,vendor_doc_no_images,0,,,,,prod_01KNKVWHN8G61YXK20YXE7MGQ7,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ32-3MG7020,leka-project-ib6ba9ks,Glitter Pipe/Orange,vendor_doc_no_images,0,,,,,prod_01KNKVWJ2WBQCDFWN0QR2ED049,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ32-3MG7021,leka-project-vc3t19fh,Glitter Pipe/Yellow,vendor_doc_no_images,0,,,,,prod_01KNKVWJGNB9QSWXJAX67ZB1BE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ32-3MG7022,leka-project-p361a04l,Glitter Pipe/Silver,vendor_doc_no_images,0,,,,,prod_01KNKVWJZCTVE9G8PXPE55V0DD,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ32-3MG7023,leka-project-w8llrqc7,Glitter Pipe/Violet,vendor_doc_no_images,0,,,,,prod_01KNKVWKDHM8783C1R495J5D3K,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ34-3SS4004,leka-project-jr9u27o6,Garden Tools Set - Rake,vendor_doc_no_images,0,,,,,prod_01KNKVWKVT7G51Q0WEZFXMD76C,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ34-3SS4005,leka-project-o11b9laq,Garden Tools Set - Three Teeth Rake,vendor_doc_no_images,0,,,,,prod_01KNKVWM9CTC78CPWY4D2FBF2X,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ34-3SS4006,leka-project-exsj2g5o,Garden Tools Set - Triangular Spade,vendor_doc_no_images,0,,,,,prod_01KNKVWMPQA3DH1M4J9WDG1JW2,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ34-3SS4007,leka-project-gcmu0zy5,Garden Tools Set - Big Rake,vendor_doc_no_images,0,,,,,prod_01KNKVWN4DQWJZ8XB2N1KK2NWK,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ34-3SS4013,leka-project-3qh1mfgh,Garden Tools Set - Curved Shovel,vendor_doc_no_images,0,,,,,prod_01KNKVWNJX5KWFYFSBBSEZG432,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ5-3MG5085,leka-project-fw0h2ti2,Glue-on Eyes Pack of 100/10mm,vendor_doc_no_images,0,,,"The image displays a variety of craft embellishments and materials in a multi-compartment tray, not a pack of glue-on eyes.",,prod_01KNKVWPFR5765NXNJNHBY7P4C,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ5-3MG5086,leka-project-skviwarx,Glue-on Eyes Pack of 100/12mm,vendor_doc_no_images,0,,0.9,"The image displays a box of various craft supplies and decorative elements, which does not match the product description 'Glue-on Eyes Pack of 100/12mm'. There are no glue-on eyes visible in the image.",,prod_01KNKVWPY4H8VVY8PVHRE1DGGH,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ5-3MG5087,leka-project-c2e6s42k,Glue-on Eyes Pack of 100/18mm,vendor_doc_no_images,0,,1.0,"The image shows a variety of craft supplies, including pom-poms, shells, and pebbles, but it does not specifically depict 'Glue-on Eyes' as detailed in the product description. Additionally, the product shown is not a children's playground, furniture, or outdoor equipment product, which was indicated as the expected category for analysis.",,prod_01KNKVWQCY6TMBKFE1K4FEFA6H,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CJ8-3HWYZ3002,leka-project-ovtjjkwv,Horticultural Label,vendor_doc_no_images,0,,1.0,"The image clearly shows a children's watering can, which is an item for watering, not a horticultural label used for plant identification as described.",,prod_01KNKVWV35CZRQ2XDQM7GVFDEB,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK10-3JG2019,leka-project-0dmq1hxp,Jumbo Wooden Building Blocks,vendor_doc_no_images,0,,1.0,"The image displays a toy train set or a similar construction toy kit with many small pieces, predominantly wooden tracks. This does not match the product description of 'Jumbo Wooden Building Blocks', which would imply large, block-shaped construction pieces.",,prod_01KNKVWVHDZ5JXEA4QQ2HFN7DX,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK11-3MG2141,leka-project-kqswjqqq,Round Pottery & Clay Stamps - Pawprint,vendor_doc_no_images,0,,,,,prod_01KNKVWVZBMX1WTPY9BNE5WRJD,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK11-3MG2142,leka-project-lxg5z04e,Round Pottery & Clay Stamps - Animal,vendor_doc_no_images,0,,,,,prod_01KNKVWWE8EQY9EJRSN1W1SVX3,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK11-3MG2143,leka-project-2x4cvj0s,Round Pottery & Clay Stamps - Emotion,vendor_doc_no_images,0,,,,,prod_01KNKVWWVXT7346ZNJFKAYAZ7C,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK11-3MG2144,leka-project-c4pnfs43,Round Pottery & Clay Stamps - Weather,vendor_doc_no_images,0,,,,,prod_01KNKVWXAVD4YP4SBHG788ZSWE,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK2-3MG5019Z,leka-project-x33ykont,Craft Set,vendor_doc_no_images,0,,,,,prod_01KNKVWYV181FDR0PGCQZ2PZX1,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK5-3JG2009,leka-project-rio5f3jt,Transparent Pyramid Stacking Blocks,vendor_doc_no_images,0,,0.9,"The product description specifies 'Pyramid Stacking Blocks,' but the blocks in the image are square, rectangular, and arch-shaped, none of which are pyramids.",,prod_01KNKVX23XG4PA4EAYK6GZFMF0,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK5-KB04294,leka-project-0s7pdw2w,Transparent Magnetic Rubik's Cube,vendor_doc_no_images,0,,,,,prod_01KNKVX6CFHSFMH0859PRS56N0,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
CK5-KB04801,leka-project-unc0062c,Magnetic Traffic Set,vendor_doc_no_images,0,,,,,prod_01KNKVX6T56HZZMDWN4AHXVWBM,https://catalogs.leka.studio/api/i/leka-project/_placeholder/leka-coming-soon.png
